,index,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,st,cf,cam,cm,cdm,cb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url,lb_rb,lm_rm,lw_rw,wing_back
2243,11048,263952,https://sofifa.com/player/263952/slavko-damjanovic/220002,S. Damjanović,Slavko Damjanović,CB,65,65,625000.0,750.0,28,1992-11-02,189,82,Chennaiyin FC,Indian Super League,LCB,23.0,2022.0,Serbia,Left,2,1,High/Medium,Normal (185+),No,62.0,44.0,49.0,54.0,63.0,79.0,46,34,60,57,41,46,35,30,58,52,65,60,66,56,82,62,80,81,79,50,78,58,47,40,35,74,66,64,68,14,14,10,10,5,,54,50,52,56,64,65,18,https://cdn.sofifa.net/players/263/952/22_120.png,https://cdn.sofifa.net/teams/113297/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/rs.png,63,54,50,62
2244,11099,177404,https://sofifa.com/player/177404/stephan-furstner/220002,S. Fürstner,Stephan Fürstner,"CDM, CM, CB",64,64,300000.0,5000.0,33,1987-09-11,178,74,1. FSV Mainz 05,German 1. Bundesliga,RES,35.0,2022.0,Germany,Right,2,1,Medium/High,Lean (170-185),No,47.0,46.0,60.0,61.0,63.0,67.0,57,39,60,65,43,56,48,43,62,63,48,46,67,61,72,60,71,65,68,48,65,62,60,61,42,70,64,65,59,7,12,11,10,16,,57,56,60,63,64,64,19,https://cdn.sofifa.net/players/177/404/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,62,60,56,62
2245,11126,185173,https://sofifa.com/player/185173/vladimir-koman/220002,V. Koman,Vladimir Koman Jr.,"CM, CAM",64,64,450000.0,700.0,32,1989-03-16,173,67,Chennaiyin FC,Indian Super League,SUB,6.0,2022.0,Hungary,Right,3,1,High/Medium,Lean (170-185),No,66.0,62.0,69.0,64.0,51.0,56.0,65,60,58,73,63,64,65,65,70,63,68,65,68,61,67,61,56,48,59,65,58,55,62,69,66,60,49,50,45,7,16,14,7,7,,64,64,64,64,61,57,17,https://cdn.sofifa.net/players/185/173/22_120.png,https://cdn.sofifa.net/teams/113297/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/hu.png,59,64,64,60
2246,11130,187818,https://sofifa.com/player/187818/ariel-borysiuk/220002,A. Borysiuk,Ariel Borysiuk,CDM,64,64,500000.0,700.0,29,1991-07-29,180,70,Chennaiyin FC,Indian Super League,RDM,16.0,2022.0,Poland,Right,2,1,Low/Medium,Normal (170-185),No,66.0,55.0,61.0,63.0,58.0,71.0,57,48,50,63,57,59,56,57,60,62,68,65,72,65,72,68,87,70,70,61,72,62,57,63,45,66,53,63,61,15,12,12,15,12,,61,60,63,64,64,64,21,https://cdn.sofifa.net/players/187/818/22_120.png,https://cdn.sofifa.net/teams/113297/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/pl.png,64,63,60,64
2247,11147,190995,https://sofifa.com/player/190995/bradden-inman/220002,B. Inman,Bradden Inman,"LM, CAM",64,64,575000.0,900.0,29,1991-12-10,185,79,Mumbai City FC,Indian Super League,LM,10.0,2022.0,Australia,Right,3,1,Medium/Low,Normal (185+),No,77.0,58.0,59.0,64.0,43.0,59.0,60,59,40,64,54,63,54,58,62,64,76,77,76,62,72,60,55,71,69,56,20,36,58,50,57,49,44,47,41,15,9,10,7,13,,62,61,64,61,55,49,19,https://cdn.sofifa.net/players/190/995/22_120.png,https://cdn.sofifa.net/teams/113300/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/au.png,57,64,63,59
2248,11239,208129,https://sofifa.com/player/208129/soma-novothny/220002,S. Novothny,Soma Zsombor Novothny,ST,64,65,675000.0,6000.0,27,1994-06-16,185,84,VfL Bochum 1848,German 1. Bundesliga,SUB,15.0,2022.0,Hungary,Right,2,1,High/Medium,Normal (185+),No,45.0,64.0,41.0,57.0,27.0,70.0,26,72,74,53,58,50,42,37,25,66,34,54,53,60,63,66,75,53,79,45,66,21,67,50,64,60,26,15,26,5,13,7,11,13,,65,59,57,51,43,45,18,https://cdn.sofifa.net/players/208/129/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/hu.png,40,53,54,41
2249,11255,209890,https://sofifa.com/player/209890/yroundu-musavu-king/220002,Y. Musavu-King,Yroundu Musavu-King,CB,64,65,550000.0,700.0,29,1992-01-08,186,83,Bengaluru FC,Indian Super League,LCB,29.0,2023.0,Gabon,Left,2,1,Low/Medium,Normal (185+),No,41.0,35.0,47.0,50.0,63.0,75.0,46,28,64,56,32,49,32,28,53,55,43,39,31,58,52,64,80,63,83,25,67,61,18,36,32,61,64,63,61,14,7,9,14,12,,48,43,45,51,62,65,19,https://cdn.sofifa.net/players/209/890/22_120.png,https://cdn.sofifa.net/teams/113302/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/ga.png,59,48,43,58
2250,11324,216273,https://sofifa.com/player/216273/joni-kauko/220002,J. Kauko,Joni Ensio Kauko,CM,64,64,550000.0,1000.0,30,1990-07-12,188,85,ATK Mohun Bagan FC,Indian Super League,SUB,7.0,2023.0,Finland,Right,2,1,High/High,Normal (185+),No,60.0,61.0,58.0,63.0,62.0,79.0,51,64,66,64,45,61,40,40,59,64,55,64,61,70,65,69,76,76,82,50,78,61,71,64,51,69,62,63,59,9,8,9,11,11,,64,64,64,64,64,64,18,https://cdn.sofifa.net/players/216/273/22_120.png,https://cdn.sofifa.net/teams/113146/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/fi.png,64,64,62,64
2251,11390,223306,https://sofifa.com/player/223306/jaroslaw-jach/220002,J. Jach,Jarosław Przemysław Jach,CB,64,67,675000.0,10000.0,27,1994-02-17,192,78,Crystal Palace,English Premier League,RES,21.0,2022.0,Poland,Left,2,1,High/Medium,Lean (185+),Yes,58.0,45.0,51.0,55.0,62.0,75.0,48,40,67,57,41,53,40,54,61,59,53,62,52,59,54,57,76,69,81,48,67,61,43,39,36,54,60,62,63,8,6,16,8,14,,56,52,54,57,63,66,17,https://cdn.sofifa.net/players/223/306/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/pl.png,62,55,51,61
2252,11483,229743,https://sofifa.com/player/229743/alessandro-deiola/220002,A. Deiola,Alessandro Deiola,CM,64,66,725000.0,7000.0,25,1995-08-01,189,85,Cagliari,Italian Serie A,SUB,14.0,2024.0,Italy,Right,2,1,Medium/Medium,Lean (185+),No,59.0,63.0,60.0,61.0,60.0,68.0,48,58,52,68,68,62,52,42,64,66,62,56,51,65,32,73,54,58,72,68,74,55,66,60,34,62,64,65,55,13,10,9,12,8,,65,64,65,66,66,64,19,https://cdn.sofifa.net/players/229/743/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,61,63,61,61
2253,11505,231342,https://sofifa.com/player/231342/dylan-fox/220002,D. Fox,Dylan Fox,CB,64,67,675000.0,550.0,27,1994-04-15,186,80,FC Goa,Indian Super League,SUB,12.0,2022.0,Australia,Right,2,1,Medium/High,Normal (185+),No,70.0,25.0,44.0,52.0,63.0,73.0,36,20,63,54,26,49,22,27,48,54,68,72,54,57,50,30,81,67,79,24,64,65,36,39,34,54,58,66,64,15,14,12,6,8,,47,46,49,52,61,66,18,https://cdn.sofifa.net/players/231/342/22_120.png,https://cdn.sofifa.net/teams/113298/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/au.png,62,52,47,60
2254,11543,233051,https://sofifa.com/player/233051/luke-bolton/220002,L. Bolton,Luke Bolton,"RB, RWB, RM",64,71,1100000.0,14000.0,21,1999-10-07,176,72,Manchester City,English Premier League,RES,74.0,2022.0,England,Right,3,1,High/Medium,Normal (170-185),Yes,81.0,51.0,59.0,64.0,59.0,63.0,65,52,52,63,32,64,61,39,52,63,82,80,75,56,72,56,84,60,61,46,65,59,58,58,56,52,59,63,53,12,6,9,11,6,,60,61,63,61,62,62,16,https://cdn.sofifa.net/players/233/051/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,64,65,63,64
2255,11585,235521,https://sofifa.com/player/235521/alex-carbonell-valles/220002,Carbonell,Alejandro Carbonell Vallés,"CM, CDM",64,71,1200000.0,5000.0,23,1997-09-15,182,73,RC Celta de Vigo,Spain Primera Division,RES,42.0,2025.0,Spain,Right,3,1,Low/Medium,Lean (170-185),No,52.0,60.0,63.0,68.0,63.0,61.0,59,60,57,66,49,67,59,51,65,68,59,47,75,63,78,62,56,64,57,62,66,63,57,63,49,54,62,65,62,5,5,12,12,14,,62,62,66,66,66,64,17,https://cdn.sofifa.net/players/235/521/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,64,64,62,64
2256,11681,240777,https://sofifa.com/player/240777/luca-ranieri/220002,L. Ranieri,Luca Ranieri,"CB, LB",64,77,1400000.0,8000.0,22,1999-04-23,187,76,US Salernitana 1919,Italian Serie A,RES,97.0,2022.0,Italy,Left,2,1,Medium/High,Normal (185+),No,58.0,34.0,43.0,60.0,68.0,52.0,49,31,67,45,35,68,38,41,36,49,55,61,59,60,73,33,60,49,48,34,66,67,50,39,44,52,65,72,71,14,8,7,8,9,,50,50,51,51,58,66,17,https://cdn.sofifa.net/players/240/777/22_120.png,https://cdn.sofifa.net/teams/110373/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,63,53,51,61
2257,11684,240906,https://sofifa.com/player/240906/bobby-adekanye/220002,B. Adekanye,Bobby Adekanye,RW,64,76,1400000.0,11000.0,22,1999-02-14,175,70,Lazio,Italian Serie A,RES,14.0,2024.0,Netherlands,Left,3,1,Medium/Medium,Normal (170-185),No,71.0,59.0,55.0,68.0,30.0,50.0,62,64,49,60,55,69,53,44,46,68,73,69,68,59,74,63,52,49,53,48,45,21,60,51,52,58,25,35,30,8,9,5,11,9,,63,63,63,56,46,42,17,https://cdn.sofifa.net/players/240/906/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/nl.png,48,64,64,51
2258,11698,241462,https://sofifa.com/player/241462/ramiro-guerra/220002,R. Guerra,Ramiro Guerra Pereyra,CDM,64,70,850000.0,5000.0,24,1997-03-21,183,75,Villarreal CF,Spain Primera Division,RES,29.0,2022.0,Uruguay,Right,2,1,Low/High,Normal (170-185),No,48.0,58.0,56.0,62.0,63.0,59.0,38,59,55,66,36,63,41,40,66,67,52,45,52,65,58,60,62,43,65,63,62,63,56,59,45,53,62,67,61,7,13,7,5,13,,61,61,64,65,65,65,17,https://cdn.sofifa.net/players/241/462/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/uy.png,60,60,58,59
2259,11735,242965,https://sofifa.com/player/242965/fraser-hornby/220002,F. Hornby,Fraser Hornby,ST,64,73,1300000.0,5000.0,21,1999-09-13,195,85,Stade de Reims,French Ligue 1,SUB,18.0,2024.0,Scotland,Right,2,1,Medium/Medium,Normal (185+),Yes,61.0,64.0,50.0,58.0,24.0,72.0,35,63,68,60,58,64,53,40,44,60,55,66,38,61,36,65,67,58,83,67,65,16,62,53,59,58,19,21,19,6,15,11,8,13,,66,61,61,56,45,44,18,https://cdn.sofifa.net/players/242/965/22_120.png,https://cdn.sofifa.net/teams/379/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/gb-sct.png,42,59,58,43
2260,11788,245290,https://sofifa.com/player/245290/adrian-de-la-fuente/220002,De La Fuente,Adrián de la Fuente Barquilla,CB,64,75,1200000.0,5000.0,22,1999-02-26,179,78,Villarreal CF,Spain Primera Division,RES,37.0,2023.0,Spain,Right,2,1,Medium/High,Normal (170-185),No,50.0,39.0,50.0,55.0,64.0,63.0,48,35,62,56,34,53,44,35,53,57,52,48,52,61,58,49,69,45,69,39,70,64,34,42,43,60,62,65,64,15,6,7,10,6,,51,48,51,54,61,66,17,https://cdn.sofifa.net/players/245/290/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,60,52,49,59
2261,11798,245639,https://sofifa.com/player/245639/andre-anderson-pomilio-lima/220002,André Anderson,André Anderson Pomilio Lima da Silva,"CF, CAM, ST",64,76,1400000.0,9000.0,21,1999-09-23,180,75,Lazio,Italian Serie A,RES,28.0,2023.0,Italy,Right,3,1,High/Medium,Lean (170-185),No,70.0,59.0,60.0,67.0,25.0,49.0,50,60,50,67,57,70,54,40,58,66,70,70,71,55,65,65,51,63,47,50,35,15,65,66,60,55,30,20,15,8,9,9,11,12,,63,64,67,61,46,37,17,https://cdn.sofifa.net/players/245/639/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png,44,66,64,48
2262,11807,246061,https://sofifa.com/player/246061/andres-solano/220002,A. Solano,Andrés Felipe Solano Dávila,RB,64,73,1200000.0,8000.0,23,1998-02-24,176,69,Atlético de Madrid,Spain Primera Division,RES,32.0,2022.0,Colombia,Right,2,1,Medium/Medium,Normal (170-185),No,63.0,35.0,54.0,62.0,61.0,57.0,61,28,58,59,26,60,41,34,52,64,62,64,63,62,71,49,62,59,53,35,62,63,47,46,40,60,60,62,64,8,6,13,9,10,,52,53,56,57,62,63,16,https://cdn.sofifa.net/players/246/061/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/co.png,64,59,55,64
2263,11816,246402,https://sofifa.com/player/246402/mads-bidstrup/220002,M. Bidstrup,Mads Bidstrup,"CDM, CM",64,76,1300000.0,7000.0,20,2001-02-25,178,74,Brentford,English Premier League,RES,28.0,2023.0,Denmark,Right,3,1,Medium/Medium,Lean (170-185),No,63.0,52.0,64.0,66.0,61.0,63.0,63,52,58,69,52,62,54,42,64,67,66,60,69,60,88,55,49,65,63,50,62,58,52,63,42,64,61,64,58,11,14,11,6,13,,60,60,64,65,65,63,18,https://cdn.sofifa.net/players/246/402/22_120.png,https://cdn.sofifa.net/teams/1925/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/dk.png,64,64,61,65
2264,11848,247463,https://sofifa.com/player/247463/folarin-balogun/220002,F. Balogun,Folarin Balogun,ST,64,81,1500000.0,10000.0,19,2001-07-03,179,70,Arsenal,English Premier League,SUB,26.0,2025.0,England,Right,3,1,High/Medium,Normal (170-185),No,74.0,63.0,45.0,63.0,21.0,60.0,40,67,56,52,59,61,43,37,38,63,76,72,72,64,64,63,54,63,64,56,49,18,66,45,56,60,18,15,16,10,12,12,13,10,,66,62,61,53,41,38,19,https://cdn.sofifa.net/players/247/463/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,42,61,61,45
2265,11865,248311,https://sofifa.com/player/248311/jose-luis-espinosa-arroyo/220002,Tiri,José Luis Espinosa Arroyo,CB,64,64,500000.0,950.0,29,1991-07-14,186,84,ATK Mohun Bagan FC,Indian Super League,CB,44.0,2023.0,Spain,Left,2,1,Medium/Medium,Normal (185+),No,65.0,38.0,53.0,52.0,62.0,78.0,60,28,62,56,55,53,31,35,57,50,64,66,52,59,45,56,88,74,83,38,66,59,43,48,33,55,63,63,64,9,14,9,11,6,,53,50,52,56,62,64,17,https://cdn.sofifa.net/players/248/311/22_120.png,https://cdn.sofifa.net/teams/113146/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/es.png,64,56,51,63
2266,11868,248574,https://sofifa.com/player/248574/bilal-benkhedim/220002,B. Benkhedim,Bilal Benkhedim,"CAM, RM",64,76,1400000.0,5000.0,20,2001-04-20,175,68,AS Saint-Étienne,French Ligue 1,RES,15.0,2022.0,France,Right,3,1,Medium/Medium,Lean (170-185),No,69.0,60.0,62.0,69.0,41.0,44.0,60,59,44,67,58,69,63,59,57,70,71,67,74,53,78,65,46,58,35,58,49,37,61,61,54,63,42,39,48,7,8,14,12,6,,62,64,66,62,54,47,15,https://cdn.sofifa.net/players/248/574/22_120.png,https://cdn.sofifa.net/teams/1819/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,55,66,65,57
2267,11874,250790,https://sofifa.com/player/250790/amadou-traore/220002,A. Traoré,Amadou Traoré,RM,64,76,1400000.0,3000.0,19,2002-03-07,177,78,FC Girondins de Bordeaux,French Ligue 1,RES,31.0,2022.0,France,Right,3,1,Medium/Medium,Normal (170-185),No,76.0,59.0,53.0,68.0,22.0,61.0,56,61,62,58,50,70,49,38,44,69,74,77,64,59,76,57,68,64,64,55,49,19,61,55,62,60,13,21,17,12,7,5,13,14,,65,64,64,57,44,40,18,https://cdn.sofifa.net/players/250/790/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,45,65,64,48
2268,11875,250822,https://sofifa.com/player/250822/bandiougou-fadiga/220002,B. Fadiga,Bandiougou Fadiga,"CM, CAM",64,78,1400000.0,11000.0,20,2001-01-15,178,70,Paris Saint-Germain,French Ligue 1,RES,37.0,2022.0,France,Right,3,1,High/Medium,Lean (170-185),No,75.0,47.0,60.0,71.0,59.0,53.0,48,46,55,67,37,71,52,47,61,69,77,73,86,65,77,52,55,68,40,43,65,61,58,62,50,62,55,63,56,12,14,14,15,15,,60,63,66,66,64,60,22,https://cdn.sofifa.net/players/250/822/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,64,66,64,65
2269,11881,250955,https://sofifa.com/player/250955/josip-stanisic/220002,J. Stanišić,Josip Stanišić,"RB, CB",64,75,1300000.0,9000.0,21,2000-04-02,186,77,FC Bayern München,German 1. Bundesliga,RES,44.0,2023.0,Croatia,Right,2,1,Medium/Medium,Lean (185+),No,65.0,28.0,49.0,58.0,64.0,60.0,57,25,65,56,29,57,45,23,45,59,67,64,64,58,59,36,54,59,63,24,57,63,38,38,37,48,63,66,63,11,6,10,9,12,,49,48,51,53,60,64,17,https://cdn.sofifa.net/players/250/955/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/hr.png,64,55,51,63
2270,11907,251757,https://sofifa.com/player/251757/javier-gomez-castroverde/220002,Javi Gómez,Javier Gómez Castroverde,"LM, CAM, RM",64,73,1300000.0,5000.0,22,1999-01-10,178,66,RC Celta de Vigo,Spain Primera Division,RES,37.0,2026.0,Spain,Left,4,1,Medium/Medium,Lean (170-185),No,75.0,59.0,61.0,67.0,28.0,47.0,65,60,34,64,51,67,64,45,57,65,76,74,73,53,77,60,59,53,47,57,35,20,60,57,53,61,34,28,22,15,13,7,8,6,,60,62,65,58,46,39,17,https://cdn.sofifa.net/players/251/757/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,47,65,64,51
2271,11912,251912,https://sofifa.com/player/251912/zinedine-ould-khaled/220002,Z. Ould Khaled,Zinédine Ould Khaled,"CDM, CM",64,74,1200000.0,4000.0,21,2000-01-14,195,79,Angers SCO,French Ligue 1,SUB,12.0,2022.0,France,Right,2,1,Low/Medium,Lean (185+),No,55.0,47.0,58.0,62.0,61.0,68.0,42,41,62,69,42,65,50,53,64,68,56,55,54,58,37,63,58,64,73,45,65,58,56,52,46,51,60,64,62,7,12,7,12,9,,59,58,61,63,65,65,17,https://cdn.sofifa.net/players/251/912/22_120.png,https://cdn.sofifa.net/teams/1530/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,62,61,57,62
2272,11936,252936,https://sofifa.com/player/252936/alexis-flips/220002,A. Flips,Alexis Laurent Patrice Roge Flips,"RM, LM",64,76,1400000.0,4000.0,21,2000-01-18,173,68,Stade de Reims,French Ligue 1,RES,12.0,2024.0,France,Right,3,1,High/Low,Lean (170-185),No,62.0,57.0,64.0,66.0,41.0,51.0,66,53,50,65,56,66,64,56,62,67,64,61,68,55,78,62,47,53,55,58,40,28,61,64,65,61,39,49,44,10,10,6,7,10,,61,62,65,62,53,48,16,https://cdn.sofifa.net/players/252/936/22_120.png,https://cdn.sofifa.net/teams/379/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png,53,65,63,55
2273,11948,253465,https://sofifa.com/player/253465/teden-mengi/220002,T. Mengi,Teden Mengi,CB,64,82,1400000.0,10000.0,19,2002-04-30,183,78,Manchester United,English Premier League,RES,43.0,2024.0,England,Right,2,1,High/High,Normal (170-185),No,78.0,39.0,54.0,59.0,63.0,68.0,42,33,62,63,29,57,46,33,63,58,74,82,69,64,53,54,71,61,72,39,66,65,41,53,35,61,64,63,57,11,8,11,5,10,,55,55,58,60,65,66,17,https://cdn.sofifa.net/players/253/465/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png,64,59,55,63
2274,11964,254123,https://sofifa.com/player/254123/miguel-angel-leal-diaz/220002,Migue,Miguel Ángel Leal Díaz,"RB, RM",64,71,1100000.0,5000.0,24,1997-02-01,176,68,Villarreal CF,Spain Primera Division,RES,46.0,2022.0,Spain,Right,2,1,Medium/Medium,Normal (170-185),No,67.0,45.0,57.0,64.0,60.0,64.0,61,36,51,63,33,65,55,32,55,64,70,64,68,59,73,58,61,64,61,52,70,58,57,50,39,52,61,63,62,10,12,9,12,9,,57,58,60,61,63,63,18,https://cdn.sofifa.net/players/254/123/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,64,62,59,64
2275,11984,254787,https://sofifa.com/player/254787/jose-sanchez-martinez/220002,Pepe Sánchez,José Sánchez Martínez,"RB, CB, CDM",64,77,1400000.0,3000.0,21,2000-03-02,183,75,Granada CF,Spain Primera Division,RES,28.0,2022.0,Spain,Right,2,1,Low/High,Lean (170-185),No,71.0,48.0,57.0,60.0,62.0,65.0,55,31,63,64,40,57,35,24,63,63,72,71,61,52,67,71,69,61,67,63,64,60,50,55,50,59,58,65,64,11,11,11,11,12,,58,57,60,61,64,65,18,https://cdn.sofifa.net/players/254/787/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png,64,60,57,63
2276,12022,256115,https://sofifa.com/player/256115/lazar-samardzic/220002,L. Samardžić,Lazar Samardžić,"CAM, CM",64,81,1500000.0,2000.0,19,2002-02-24,184,79,Udinese Calcio,Italian Serie A,RES,24.0,2026.0,Germany,Left,3,1,Medium/Medium,Normal (170-185),No,64.0,61.0,59.0,72.0,29.0,53.0,51,64,39,65,50,74,55,66,56,74,71,58,75,52,73,64,52,43,61,58,44,25,52,59,50,57,37,24,22,11,14,14,11,15,,62,63,66,59,48,41,19,https://cdn.sofifa.net/players/256/115/22_120.png,https://cdn.sofifa.net/teams/55/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/de.png,45,64,64,48
2277,12025,256404,https://sofifa.com/player/256404/jorge-filipe-soares-silva/220002,Jorge Silva,Jorge Filipe Soares Silva,CB,64,73,1200000.0,9000.0,22,1999-02-04,184,77,Lazio,Italian Serie A,RES,67.0,2022.0,Portugal,Right,2,1,Medium/Medium,Lean (170-185),No,58.0,32.0,44.0,48.0,67.0,57.0,38,26,65,56,34,41,44,34,45,52,55,60,59,55,58,55,75,55,54,22,60,60,29,33,38,50,64,74,72,11,10,13,8,8,,47,43,46,49,60,66,16,https://cdn.sofifa.net/players/256/404/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/pt.png,62,47,43,59
2278,12028,256544,https://sofifa.com/player/256544/melayro-bogarde/220002,M. Bogarde,Melayro Chakewno Jalaino Bogarde,"CB, CDM, RB",64,81,1400000.0,4000.0,19,2002-05-28,182,72,TSG Hoffenheim,German 1. Bundesliga,RES,32.0,2024.0,Netherlands,Right,2,1,Medium/Medium,Lean (170-185),No,60.0,30.0,50.0,64.0,66.0,62.0,25,25,50,63,35,63,33,30,57,62,60,60,73,58,75,40,72,67,58,30,61,69,25,58,35,66,67,68,68,7,9,14,10,14,,47,50,56,59,66,66,17,https://cdn.sofifa.net/players/256/544/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/nl.png,63,55,50,62
2279,12029,256666,https://sofifa.com/player/256666/yerson-mosquera/220002,Y. Mosquera,Yerson Mosquera Valdelamar,CB,64,81,1400000.0,10000.0,20,2001-05-02,187,76,Wolverhampton Wanderers,English Premier League,SUB,14.0,2025.0,Colombia,Right,2,1,Medium/High,Lean (185+),No,71.0,22.0,38.0,45.0,64.0,69.0,25,17,64,55,26,28,25,29,28,60,73,70,68,62,55,35,73,69,73,15,59,65,28,33,37,44,63,65,63,8,7,8,10,8,,45,42,45,48,60,66,16,https://cdn.sofifa.net/players/256/666/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/co.png,63,47,43,60
2280,12041,257075,https://sofifa.com/player/257075/paul-nebel/220002,P. Nebel,Paul Nebel,"RM, LM, CAM",64,83,1500000.0,2000.0,18,2002-10-10,169,66,1. FSV Mainz 05,German 1. Bundesliga,SUB,26.0,2024.0,Germany,Right,3,1,High/Medium,Normal (170-),No,76.0,56.0,58.0,71.0,27.0,48.0,55,60,39,62,50,71,54,46,58,68,79,74,90,47,85,60,55,53,49,50,37,21,52,60,45,57,23,32,27,11,9,10,6,9,,60,62,65,58,46,39,15,https://cdn.sofifa.net/players/257/075/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png,46,65,64,49
