,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
14991,260014,https://sofifa.com/player/260014/tim-civeja/220002,T. Civeja,Tim Civeja,CM,61,79,850000.0,2000.0,19,2002-01-04,180,73,100409.0,FC Augsburg,German 1. Bundesliga,1.0,RES,41.0,2022.0,Germany,Right,5,2,1,Medium/Medium,Normal (170-185),No,59.0,45.0,60.0,63.0,49.0,59.0,47,41,47,67,35,60,49,50,64,65,63,55,68,60,68,47,58,63,59,51,54,47,52,61,50,56,48,54,43,11,12,10,14,11,,53+2,53+2,53+2,57,57,57,57,57,60+2,60+2,60+2,59+2,61+2,61+2,61+2,59+2,55+2,57+2,57+2,57+2,55+2,54+2,52+2,52+2,52+2,54+2,17+2,https://cdn.sofifa.net/players/260/014/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
14994,260143,https://sofifa.com/player/260143/zane-monlouis/220002,Z. Monlouis,Zane Monlouis,CB,61,71,625000.0,500.0,17,2003-10-16,185,75,1.0,Arsenal,English Premier League,1.0,RES,85.0,2022.0,England,Right,3,2,1,Medium/Medium,Normal (185+),No,61.0,31.0,43.0,48.0,63.0,64.0,35,26,54,53,30,50,36,29,43,40,60,61,52,52,58,48,71,61,70,22,50,63,24,39,43,49,56,70,69,7,5,10,11,5,,43+2,43+2,43+2,43,42,42,42,43,43+2,43+2,43+2,45+2,46+2,46+2,46+2,45+2,56+2,56+2,56+2,56+2,56+2,58+2,61+2,61+2,61+2,58+2,12+2,https://cdn.sofifa.net/players/260/143/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15014,260723,https://sofifa.com/player/260723/robert-street/220002,R. Street,Robert Street,"ST, CAM",61,74,775000.0,6000.0,19,2001-09-26,188,70,1799.0,Crystal Palace,English Premier League,1.0,RES,46.0,2022.0,England,Right,3,2,1,High/Medium,Lean (185+),No,56.0,62.0,45.0,57.0,29.0,54.0,31,63,77,56,51,58,40,31,37,60,54,57,48,52,51,65,66,60,50,58,54,19,59,49,70,55,25,24,25,11,12,6,15,13,,61+2,61+2,61+2,55,58,58,58,55,55+2,55+2,55+2,53+2,50+2,50+2,50+2,53+2,41+2,40+2,40+2,40+2,41+2,40+2,40+2,40+2,40+2,40+2,17+2,https://cdn.sofifa.net/players/260/723/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15021,260990,https://sofifa.com/player/260990/rocco-ascone/220002,R. Ascone,Rocco Ascone,CM,61,80,825000.0,700.0,17,2003-09-12,180,67,65.0,LOSC Lille,French Ligue 1,1.0,RES,14.0,2024.0,France,Left,2,3,1,High/Medium,Lean (170-185),No,66.0,47.0,60.0,66.0,50.0,50.0,43,44,55,69,41,65,55,47,65,67,65,66,71,57,71,56,66,44,46,43,64,46,59,62,54,65,42,57,55,14,6,8,8,9,,56+2,56+2,56+2,60,60,60,60,60,62+2,62+2,62+2,60+2,61+2,61+2,61+2,60+2,55+2,57+2,57+2,57+2,55+2,54+2,54+2,54+2,54+2,54+2,14+2,https://cdn.sofifa.net/players/260/990/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15024,261133,https://sofifa.com/player/261133/nile-john/220002,N. John,Nile Omari Mckenzi John,CAM,61,80,825000.0,4000.0,18,2003-03-06,180,70,18.0,Tottenham Hotspur,English Premier League,1.0,RES,43.0,2023.0,England,Right,4,2,1,Medium/Medium,Normal (170-185),No,62.0,56.0,58.0,66.0,39.0,51.0,48,54,47,61,57,67,61,55,58,65,64,60,62,57,68,64,54,42,55,52,50,26,55,61,61,68,44,39,44,7,8,6,8,6,,58+2,58+2,58+2,60,60,60,60,60,61+2,61+2,61+2,59+2,56+2,56+2,56+2,59+2,49+2,49+2,49+2,49+2,49+2,47+2,46+2,46+2,46+2,47+2,13+2,https://cdn.sofifa.net/players/261/133/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15027,261265,https://sofifa.com/player/261265/lewis-richardson/220002,L. Richardson,Lewis Richardson,ST,61,76,775000.0,2000.0,18,2003-02-07,179,70,1796.0,Burnley,English Premier League,1.0,SUB,38.0,2022.0,England,Right,3,2,1,Medium/Medium,Lean (170-185),No,67.0,60.0,47.0,63.0,26.0,53.0,38,62,60,53,58,62,52,34,43,64,70,64,65,54,71,61,65,61,56,53,31,19,62,52,57,61,26,23,18,10,6,7,9,12,,61+2,61+2,61+2,59,60,60,60,59,58+2,58+2,58+2,57+2,52+2,52+2,52+2,57+2,42+2,40+2,40+2,40+2,42+2,41+2,37+2,37+2,37+2,41+2,14+2,https://cdn.sofifa.net/players/261/265/22_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15039,261495,https://sofifa.com/player/261495/soumaila-coulibaly/220002,S. Coulibaly,Soumaila Coulibaly,CB,61,81,850000.0,500.0,17,2003-10-14,190,82,22.0,Borussia Dortmund,German 1. Bundesliga,1.0,RES,4.0,2026.0,France,Left,3,2,1,Medium/Medium,Lean (185+),No,62.0,36.0,48.0,57.0,59.0,61.0,34,30,63,62,27,57,28,25,61,60,62,62,58,54,49,56,75,48,68,35,57,52,29,36,32,49,54,65,66,5,14,13,10,11,,49+2,49+2,49+2,49,49,49,49,49,50+2,50+2,50+2,51+2,52+2,52+2,52+2,51+2,55+2,58+2,58+2,58+2,55+2,57+2,61+2,61+2,61+2,57+2,15+2,https://cdn.sofifa.net/players/261/495/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fr.png
15050,262062,https://sofifa.com/player/262062/abelmy-meto-silu/220002,Metinho,Abelmy Meto Silu,"CDM, CM",61,80,800000.0,850.0,18,2003-04-23,178,69,294.0,ESTAC Troyes,French Ligue 1,1.0,RES,31.0,2026.0,Congo DR,Right,2,2,1,High/Medium,Lean (170-185),No,68.0,48.0,57.0,63.0,60.0,57.0,51,45,67,66,42,63,41,40,60,65,66,70,67,59,50,59,53,70,49,39,61,51,59,52,61,65,63,62,60,10,6,8,8,12,,58+2,58+2,58+2,59,59,59,59,59,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,61+2,60+2,60+2,60+2,61+2,61+2,60+2,60+2,60+2,61+2,14+2,https://cdn.sofifa.net/players/262/062/22_120.png,https://cdn.sofifa.net/teams/294/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/cd.png
15055,262171,https://sofifa.com/player/262171/edoardo-bove/220002,E. Bove,Edoardo Bove,CM,61,76,775000.0,4000.0,19,2002-05-16,174,65,52.0,Roma,Italian Serie A,1.0,RES,52.0,2024.0,Italy,Right,3,2,1,Medium/Medium,Normal (170-185),No,64.0,50.0,59.0,62.0,52.0,50.0,51,43,58,68,41,60,41,46,67,65,63,65,59,60,79,63,63,55,40,50,64,49,66,53,52,43,44,57,62,8,7,7,12,7,,57+2,57+2,57+2,59,60,60,60,59,60+2,60+2,60+2,60+2,61+2,61+2,61+2,60+2,58+2,58+2,58+2,58+2,58+2,57+2,55+2,55+2,55+2,57+2,14+2,https://cdn.sofifa.net/players/262/171/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
15090,263016,https://sofifa.com/player/263016/yanis-guermouche/220002,Y. Guermouche,Yanis Guermouche,ST,61,75,800000.0,4000.0,20,2001-04-15,192,83,70.0,Montpellier Hérault SC,French Ligue 1,1.0,SUB,20.0,2022.0,France,Right,3,2,1,Medium/Medium,Lean (185+),No,65.0,62.0,48.0,58.0,23.0,61.0,38,67,66,56,45,61,45,42,39,57,63,66,59,55,45,60,65,55,73,55,38,19,58,54,64,55,15,21,14,8,13,14,9,8,,61+2,61+2,61+2,58,59,59,59,58,57+2,57+2,57+2,56+2,51+2,51+2,51+2,56+2,40+2,39+2,39+2,39+2,40+2,38+2,37+2,37+2,37+2,38+2,15+2,https://cdn.sofifa.net/players/263/016/22_120.png,https://cdn.sofifa.net/teams/70/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15096,263149,https://sofifa.com/player/263149/sean-mcgurk/220002,S. McGurk,Sean McGurk,"CAM, LM",61,80,825000.0,4000.0,18,2003-03-15,173,64,8.0,Leeds United,English Premier League,1.0,RES,32.0,2024.0,England,Right,3,2,1,High/Medium,Lean (170-185),No,72.0,59.0,60.0,61.0,43.0,50.0,54,61,49,67,48,59,52,53,56,61,73,72,70,63,58,59,47,55,51,64,43,34,47,60,51,59,41,47,45,5,11,7,7,5,,58+2,58+2,58+2,61,60,60,60,61,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,54+2,52+2,52+2,52+2,54+2,53+2,47+2,47+2,47+2,53+2,13+2,https://cdn.sofifa.net/players/263/149/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15111,263355,https://sofifa.com/player/263355/robin-friedrich/220002,R. Friedrich,Robin Friedrich,ST,61,79,825000.0,4000.0,18,2003-03-09,173,60,112172.0,RB Leipzig,German 1. Bundesliga,1.0,RES,50.0,2022.0,Germany,Right,4,2,1,Medium/Low,Normal (170-185),No,67.0,63.0,47.0,59.0,21.0,39.0,36,66,67,54,53,57,44,42,40,57,69,66,67,55,84,64,65,50,33,55,32,17,64,52,68,54,15,15,16,9,7,12,15,13,,61+2,61+2,61+2,58,60,60,60,58,57+2,57+2,57+2,55+2,49+2,49+2,49+2,55+2,39+2,35+2,35+2,35+2,39+2,37+2,32+2,32+2,32+2,37+2,16+2,https://cdn.sofifa.net/players/263/355/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
15112,263398,https://sofifa.com/player/263398/paolo-sciortino/220002,P. Sciortino,Paolo Sciortino,CDM,61,74,700000.0,500.0,17,2003-11-05,177,70,219.0,Olympique de Marseille,French Ligue 1,1.0,RES,34.0,2024.0,France,Right,3,2,1,Low/Medium,Lean (170-185),No,54.0,40.0,54.0,53.0,61.0,60.0,43,33,56,63,38,53,47,38,60,55,55,54,49,53,58,55,56,59,57,36,70,63,40,52,53,44,57,64,60,14,10,8,12,6,,48+2,48+2,48+2,49,50,50,50,49,52+2,52+2,52+2,52+2,55+2,55+2,55+2,52+2,57+2,60+2,60+2,60+2,57+2,57+2,60+2,60+2,60+2,57+2,15+2,https://cdn.sofifa.net/players/263/398/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15115,263435,https://sofifa.com/player/263435/esey-gebreyesus/220002,E. Gebreyesus,Esey Gebreyesus,RW,61,82,1000000.0,1000.0,17,2004-01-23,187,71,219.0,Olympique de Marseille,French Ligue 1,1.0,RES,37.0,2025.0,Switzerland,Right,4,2,1,High/Medium,Lean (185+),No,73.0,59.0,52.0,65.0,27.0,48.0,60,67,48,51,49,74,50,44,44,57,72,74,64,57,51,56,48,54,53,49,27,23,42,56,57,47,27,23,28,13,11,6,14,13,,58+2,58+2,58+2,61,59,59,59,61,58+2,58+2,58+2,60+2,51+2,51+2,51+2,60+2,47+2,40+2,40+2,40+2,47+2,44+2,36+2,36+2,36+2,44+2,17+2,https://cdn.sofifa.net/players/263/435/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ch.png
15116,263448,https://sofifa.com/player/263448/gor-manvelyan/220002,G. Manvelyan,Gor Manvelyan,"CAM, CM, CF",61,75,775000.0,2000.0,19,2002-04-09,180,68,71.0,FC Nantes,French Ligue 1,1.0,RES,34.0,2024.0,France,Right,4,2,1,High/Low,Lean (170-185),No,73.0,59.0,60.0,67.0,32.0,32.0,56,59,28,63,53,67,58,59,62,68,78,69,71,41,72,62,42,26,31,63,37,22,51,56,51,64,26,46,34,14,11,13,13,5,,55+2,55+2,55+2,62,60,60,60,62,61+2,61+2,61+2,60+2,55+2,55+2,55+2,60+2,46+2,44+2,44+2,44+2,46+2,44+2,37+2,37+2,37+2,44+2,14+2,https://cdn.sofifa.net/players/263/448/22_120.png,https://cdn.sofifa.net/teams/71/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15122,263551,https://sofifa.com/player/263551/remi-savage/220002,R. Savage,Remi Savage,"CB, LB",61,75,725000.0,3000.0,19,2001-10-26,185,70,13.0,Newcastle United,English Premier League,1.0,RES,57.0,2025.0,England,Left,2,2,1,Medium/Medium,Normal (185+),No,65.0,31.0,51.0,51.0,62.0,61.0,49,24,61,56,29,45,45,29,52,54,64,66,59,55,57,50,65,56,63,24,62,59,47,50,30,54,60,65,63,8,10,13,9,14,,48+2,48+2,48+2,49,48,48,48,49,49+2,49+2,49+2,51+2,52+2,52+2,52+2,51+2,58+2,58+2,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,15+2,https://cdn.sofifa.net/players/263/551/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15127,263604,https://sofifa.com/player/263604/salim-ben-seghir/220002,S. Ben Seghir,Salim Ben Seghir,RW,61,76,750000.0,3000.0,18,2003-02-24,174,57,219.0,Olympique de Marseille,French Ligue 1,1.0,SUB,42.0,2024.0,France,Right,4,2,1,Medium/Medium,Lean (170-185),No,70.0,63.0,55.0,67.0,28.0,36.0,63,65,37,60,51,74,68,72,41,61,73,67,65,51,78,71,56,47,32,55,27,28,46,40,66,45,22,29,30,6,6,13,5,11,,57+2,57+2,57+2,61,59,59,59,61,58+2,58+2,58+2,59+2,50+2,50+2,50+2,59+2,48+2,40+2,40+2,40+2,48+2,44+2,34+2,34+2,34+2,44+2,12+2,https://cdn.sofifa.net/players/263/604/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15138,264026,https://sofifa.com/player/264026/nathan-bitumazala/220002,N. Bitumazala,Nathan Bitumazala,"RB, CDM",61,77,800000.0,3000.0,18,2002-12-10,178,68,73.0,Paris Saint-Germain,French Ligue 1,1.0,RES,39.0,2023.0,France,Right,3,3,1,Medium/Medium,Lean (170-185),No,67.0,42.0,55.0,63.0,59.0,56.0,47,39,53,64,38,62,52,41,60,65,68,67,64,54,71,53,57,49,55,36,68,60,41,49,45,53,57,63,59,7,14,14,11,11,,52+2,52+2,52+2,55,54,54,54,55,56+2,56+2,56+2,57+2,57+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,58+2,59+2,60+2,60+2,60+2,59+2,16+2,https://cdn.sofifa.net/players/264/026/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15139,264035,https://sofifa.com/player/264035/jesurun-rak-sakyi/220002,J. Rak-Sakyi,Jesurun Rak-Sakyi,RW,61,77,825000.0,4000.0,18,2002-10-05,178,73,1799.0,Crystal Palace,English Premier League,1.0,RES,49.0,2023.0,England,Left,3,3,1,High/Medium,Lean (170-185),No,69.0,61.0,57.0,64.0,24.0,46.0,60,61,42,58,56,64,63,58,48,63,72,67,74,48,71,62,44,47,48,61,39,21,57,58,61,54,22,22,21,13,9,5,12,14,,58+2,58+2,58+2,61,60,60,60,61,60+2,60+2,60+2,60+2,53+2,53+2,53+2,60+2,44+2,40+2,40+2,40+2,44+2,41+2,34+2,34+2,34+2,41+2,16+2,https://cdn.sofifa.net/players/264/035/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15144,264096,https://sofifa.com/player/264096/lluis-recasens-vives/220002,Recasens,Lluís Recasens Vives,CB,61,81,875000.0,1000.0,19,2002-02-19,183,72,452.0,RCD Espanyol de Barcelona,Spain Primera Division,1.0,RES,28.0,2022.0,Spain,Right,3,2,1,Medium/High,Normal (170-185),No,61.0,28.0,50.0,54.0,62.0,63.0,35,20,60,63,30,50,35,20,55,56,63,60,60,60,65,40,66,63,63,30,60,61,40,52,30,50,63,62,60,14,13,12,13,10,,46+2,46+2,46+2,49,49,49,49,49,51+2,51+2,51+2,51+2,55+2,55+2,55+2,51+2,57+2,60+2,60+2,60+2,57+2,59+2,61+2,61+2,61+2,59+2,18+2,https://cdn.sofifa.net/players/264/096/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
15149,264160,https://sofifa.com/player/264160/pablo-ibanez-lumbreras/220002,Pablo Ibáñez,Pablo Ibáñez Lumbreras,"CM, CB",61,71,725000.0,4000.0,22,1998-09-20,179,74,479.0,CA Osasuna,Spain Primera Division,1.0,RES,38.0,2022.0,Spain,Right,3,3,1,Medium/High,Lean (170-185),No,59.0,47.0,59.0,58.0,58.0,58.0,49,45,53,69,34,51,51,58,67,66,57,61,59,60,67,53,57,69,54,44,53,56,59,50,51,52,52,66,58,12,13,9,10,11,,55+2,55+2,55+2,56,57,57,57,56,58+2,58+2,58+2,58+2,61+2,61+2,61+2,58+2,60+2,61+2,61+2,61+2,60+2,60+2,58+2,58+2,58+2,60+2,17+2,https://cdn.sofifa.net/players/264/160/22_120.png,https://cdn.sofifa.net/teams/479/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
15152,264238,https://sofifa.com/player/264238/diego-lopez-noguerol/220002,Diego López,Diego López Noguerol,"ST, LM",61,77,850000.0,3000.0,19,2002-05-13,172,63,461.0,Valencia CF,Spain Primera Division,1.0,RES,33.0,2024.0,Spain,Right,4,2,1,High/Medium,Lean (170-185),No,70.0,61.0,52.0,61.0,34.0,51.0,49,66,56,58,49,60,50,52,44,61,70,70,65,61,70,58,56,60,54,57,33,30,64,49,60,49,34,30,30,14,15,13,14,12,,61+2,61+2,61+2,61,61,61,61,61,59+2,59+2,59+2,59+2,54+2,54+2,54+2,59+2,49+2,45+2,45+2,45+2,49+2,47+2,42+2,42+2,42+2,47+2,19+2,https://cdn.sofifa.net/players/264/238/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
15157,264349,https://sofifa.com/player/264349/james-mcatee/220002,J. McAtee,James McAtee,CAM,61,77,825000.0,6000.0,18,2002-10-18,187,78,10.0,Manchester City,English Premier League,1.0,RES,87.0,2023.0,England,Right,3,2,1,High/Medium,Normal (185+),No,63.0,59.0,58.0,66.0,40.0,53.0,51,60,42,63,53,69,63,53,61,69,56,68,54,59,53,62,55,42,62,59,43,27,52,55,58,65,44,42,43,12,6,6,10,11,,59+2,59+2,59+2,61,61,61,61,61,61+2,61+2,61+2,60+2,58+2,58+2,58+2,60+2,50+2,50+2,50+2,50+2,50+2,49+2,46+2,46+2,46+2,49+2,15+2,https://cdn.sofifa.net/players/264/349/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15158,264401,https://sofifa.com/player/264401/bamo-meite/220002,B. Meïté,Bamo Meïté,"CB, CDM",61,70,675000.0,2000.0,20,2001-06-20,183,75,217.0,FC Lorient,French Ligue 1,1.0,SUB,34.0,2025.0,Côte d'Ivoire,Right,3,2,1,Medium/Medium,Normal (170-185),No,63.0,30.0,35.0,38.0,64.0,61.0,32,22,63,39,28,28,35,28,33,45,59,67,42,54,58,50,68,64,63,26,52,57,30,33,40,43,58,73,68,9,8,14,14,9,,42+2,42+2,42+2,38,39,39,39,38,38+2,38+2,38+2,40+2,41+2,41+2,41+2,40+2,54+2,53+2,53+2,53+2,54+2,57+2,61+2,61+2,61+2,57+2,15+2,https://cdn.sofifa.net/players/264/401/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/ci.png
15167,264589,https://sofifa.com/player/264589/linus-gechter/220002,L. Gechter,Linus Gechter,CB,61,79,775000.0,500.0,17,2004-02-27,187,80,166.0,Hertha BSC,German 1. Bundesliga,1.0,RES,44.0,2022.0,Germany,Right,4,2,1,Medium/High,Normal (185+),No,61.0,33.0,38.0,39.0,64.0,64.0,40,26,60,40,37,32,30,35,40,40,59,63,47,55,55,50,70,69,66,28,50,62,28,33,50,52,59,71,65,14,6,8,6,11,,42+2,42+2,42+2,39,39,39,39,39,38+2,38+2,38+2,42+2,43+2,43+2,43+2,42+2,55+2,54+2,54+2,54+2,55+2,58+2,61+2,61+2,61+2,58+2,14+2,https://cdn.sofifa.net/players/264/589/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
15202,209784,https://sofifa.com/player/209784/jerome-phojo/220002,J. Phojo,Jérôme Phojo,RB,60,60,220000.0,3000.0,28,1993-04-15,178,71,1815.0,Clermont Foot 63,French Ligue 1,1.0,RES,23.0,2022.0,France,Right,3,2,1,Medium/High,Normal (170-185),No,63.0,37.0,57.0,58.0,59.0,51.0,67,37,48,68,33,56,32,31,60,60,62,63,64,52,71,34,69,31,57,33,58,57,55,40,42,52,63,61,59,16,12,7,15,11,,50+2,50+2,50+2,56,52,52,52,56,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,58+2,58+2,58+2,58+2,58+2,58+2,59+1,59+1,59+1,58+2,17+2,https://cdn.sofifa.net/players/209/784/22_120.png,https://cdn.sofifa.net/teams/1815/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
15261,228194,https://sofifa.com/player/228194/mandar-rao-dessai/220002,M. Rao Dessai,Mandar Rao Dessai,"LB, LM",60,60,220000.0,600.0,29,1992-03-18,171,64,113300.0,Mumbai City FC,Indian Super League,1.0,LB,17.0,2022.0,India,Left,3,2,1,High/Medium,Lean (170-185),No,77.0,52.0,56.0,59.0,51.0,53.0,60,45,42,58,45,55,57,57,49,59,78,77,75,51,82,64,36,85,42,55,46,45,62,51,45,49,56,54,51,10,9,8,14,11,,55+2,55+2,55+2,59,57,57,57,59,57+2,57+2,57+2,60,56+2,56+2,56+2,60,59+1,54+2,54+2,54+2,59+1,58+2,50+2,50+2,50+2,58+2,15+2,https://cdn.sofifa.net/players/228/194/22_120.png,https://cdn.sofifa.net/teams/113300/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
15262,228195,https://sofifa.com/player/228195/prabir-das/220002,P. Das,Prabir Das,"RM, RB",60,60,250000.0,650.0,27,1993-12-20,172,67,113146.0,ATK Mohun Bagan FC,Indian Super League,1.0,RM,33.0,2023.0,India,Right,3,2,1,High/High,Normal (170-185),No,78.0,44.0,54.0,60.0,52.0,71.0,59,36,53,56,46,57,50,42,45,58,75,80,77,59,80,53,56,75,66,45,82,53,58,54,51,48,48,54,55,9,8,15,14,11,,55+2,55+2,55+2,58,56,56,56,58,56+2,56+2,56+2,59+1,55+2,55+2,55+2,59+1,60,57+2,57+2,57+2,60,59+1,57+2,57+2,57+2,59+1,16+2,https://cdn.sofifa.net/players/228/195/22_120.png,https://cdn.sofifa.net/teams/113146/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
15326,236849,https://sofifa.com/player/236849/damir-ceter/220002,D. Ceter,Damir Ceter Valencia,ST,60,69,550000.0,5000.0,23,1997-11-02,189,81,1842.0,Cagliari,Italian Serie A,1.0,RES,29.0,2022.0,Colombia,Right,3,2,1,Medium/Low,Normal (185+),No,49.0,62.0,35.0,51.0,33.0,67.0,23,62,71,42,51,44,27,29,20,57,46,52,58,58,51,66,71,55,82,59,45,21,64,48,60,48,45,22,17,12,7,14,6,14,,60+2,60+2,60+2,50,55,55,55,50,51+2,51+2,51+2,47+2,45+2,45+2,45+2,47+2,38+2,39+2,39+2,39+2,38+2,38+2,43+2,43+2,43+2,38+2,15+2,https://cdn.sofifa.net/players/236/849/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/co.png
15330,237825,https://sofifa.com/player/237825/nya-kirby/220002,N. Kirby,Nya Jerome Kirby,"LM, CAM",60,74,600000.0,6000.0,21,2000-01-31,174,66,1799.0,Crystal Palace,English Premier League,1.0,RES,26.0,2022.0,England,Right,2,3,1,Medium/Low,Lean (170-185),No,71.0,47.0,56.0,64.0,36.0,51.0,51,52,34,63,42,61,41,46,61,63,73,69,78,50,87,42,53,63,49,40,42,24,55,51,49,54,39,41,39,13,7,6,8,10,,53+2,53+2,53+2,59,57,57,57,59,58+2,58+2,58+2,59+2,55+2,55+2,55+2,59+2,50+2,48+2,48+2,48+2,50+2,48+2,42+2,42+2,42+2,48+2,14+2,https://cdn.sofifa.net/players/237/825/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
15366,241160,https://sofifa.com/player/241160/george-mceachran/220002,G. McEachran,George McEachran,"CM, CDM",60,74,600000.0,10000.0,20,2000-08-30,172,65,5.0,Chelsea,English Premier League,1.0,RES,41.0,2022.0,England,Left,3,3,1,Medium/Medium,Lean (170-185),No,61.0,45.0,63.0,64.0,49.0,44.0,57,41,41,67,46,61,60,56,62,64,69,54,75,54,73,47,47,54,36,49,49,45,54,64,50,63,42,58,54,8,14,7,10,5,,51+2,51+2,51+2,59,57,57,57,59,60+2,60+2,60+2,59+2,60+2,60+2,60+2,59+2,56+2,55+2,55+2,55+2,56+2,55+2,49+2,49+2,49+2,55+2,14+2,https://cdn.sofifa.net/players/241/160/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
