,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
17001,193911,https://sofifa.com/player/193911/subrata-paul/220002,S. Paul,Subrata Paul,GK,57,57,30000.0,500.0,34,1986-12-24,182,74,113301.0,Hyderabad FC,Indian Super League,1.0,SUB,40.0,2022.0,India,Right,4,1,1,Medium/Medium,Normal (170-185),No,,,,,,,15,20,15,23,17,14,15,12,22,13,56,46,65,60,46,44,69,32,49,16,28,23,12,27,16,52,12,15,12,56,52,59,53,62,52.0,27+2,27+2,27+2,26,26,26,26,26,25+2,25+2,25+2,25+2,23+2,23+2,23+2,25+2,25+2,24+2,24+2,24+2,25+2,25+2,24+2,24+2,24+2,25+2,56+1,https://cdn.sofifa.net/players/193/911/22_120.png,https://cdn.sofifa.net/teams/113301/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
17087,243711,https://sofifa.com/player/243711/thomas-callens/220002,T. Callens,Thomas Callens,GK,57,66,325000.0,2000.0,22,1998-09-06,182,81,217.0,FC Lorient,French Ligue 1,1.0,RES,40.0,2023.0,France,Left,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,10,9,11,15,9,6,10,12,28,18,15,19,35,33,49,41,61,18,53,9,26,13,8,36,16,39,16,11,10,63,58,55,56,58,17.0,18+2,18+2,18+2,15,17,17,17,15,18+2,18+2,18+2,16+2,20+2,20+2,20+2,16+2,15+2,20+2,20+2,20+2,15+2,15+2,20+2,20+2,20+2,15+2,56+2,https://cdn.sofifa.net/players/243/711/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
17126,247626,https://sofifa.com/player/247626/dheeraj-singh-moirangthem/220002,D. Singh Moirangthem,Dheeraj Singh Moirangthem,GK,57,71,350000.0,500.0,20,2000-07-04,180,70,113298.0,FC Goa,Indian Super League,1.0,GK,1.0,2024.0,India,Right,2,1,1,Medium/Medium,Lean (170-185),No,,,,,,,10,7,10,27,10,9,14,12,25,11,30,33,26,47,40,42,50,40,55,6,16,18,5,35,11,35,13,14,14,56,56,56,54,63,31.0,20+2,20+2,20+2,18,19,19,19,18,21+2,21+2,21+2,21+2,23+2,23+2,23+2,21+2,22+2,24+2,24+2,24+2,22+2,21+2,22+2,22+2,22+2,21+2,56+2,https://cdn.sofifa.net/players/247/626/22_120.png,https://cdn.sofifa.net/teams/113298/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
17133,248284,https://sofifa.com/player/248284/albino-gomes/220002,A. Gomes,Albino Gomes,GK,57,61,170000.0,500.0,27,1994-02-07,189,87,113299.0,Kerala Blasters FC,Indian Super League,1.0,GK,32.0,2023.0,India,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,6,14,18,9,5,13,13,31,11,31,35,28,50,46,43,64,19,51,9,16,12,6,35,12,38,5,13,13,57,55,57,55,58,33.0,20+2,20+2,20+2,17,19,19,19,17,19+2,19+2,19+2,19+2,21+2,21+2,21+2,19+2,18+2,20+2,20+2,20+2,18+2,18+2,20+2,20+2,20+2,18+2,56+2,https://cdn.sofifa.net/players/248/284/22_120.png,https://cdn.sofifa.net/teams/113299/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
17135,248325,https://sofifa.com/player/248325/tp-rehenesh/220002,T. Rehenesh,TP Rehenesh,GK,57,60,150000.0,500.0,28,1993-02-13,180,75,114168.0,Jamshedpur FC,Indian Super League,1.0,GK,32.0,2024.0,India,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,12,6,13,20,6,7,12,13,23,14,31,51,31,56,43,41,68,19,49,9,23,12,8,24,17,28,8,13,11,61,52,54,54,56,39.0,22+2,22+2,22+2,19,20,20,20,19,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,56+2,https://cdn.sofifa.net/players/248/325/22_120.png,https://cdn.sofifa.net/teams/114168/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
17232,257142,https://sofifa.com/player/257142/lucas-margueron/220002,L. Margueron,Lucas Margueron,GK,57,65,300000.0,1000.0,20,2001-02-12,194,85,1815.0,Clermont Foot 63,French Ligue 1,1.0,RES,16.0,2023.0,France,Right,2,1,1,Medium/Medium,Stocky (185+),No,,,,,,,14,8,13,26,8,10,13,13,22,15,19,21,30,31,24,46,34,27,72,7,23,10,8,21,15,33,9,13,10,59,56,61,57,62,20.0,20+2,20+2,20+2,16,17,17,17,16,18+2,18+2,18+2,18+2,19+2,19+2,19+2,18+2,17+2,20+2,20+2,20+2,17+2,16+2,21+2,21+2,21+2,16+2,56+2,https://cdn.sofifa.net/players/257/142/22_120.png,https://cdn.sofifa.net/teams/1815/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
17275,259430,https://sofifa.com/player/259430/marcelo-pitaluga/220002,Marcelo Pitaluga,Marcelo Pitaluga,GK,57,78,475000.0,1000.0,18,2002-12-20,191,78,9.0,Liverpool,English Premier League,1.0,RES,53.0,2023.0,Brazil,Right,1,1,1,Medium/Medium,Lean (185+),No,,,,,,,13,8,10,27,8,12,10,14,23,14,38,29,30,50,25,39,60,19,59,7,28,6,4,27,10,27,7,14,11,60,50,52,56,64,34.0,21+2,21+2,21+2,19,20,20,20,19,21+2,21+2,21+2,21+2,21+2,21+2,21+2,21+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,56+2,https://cdn.sofifa.net/players/259/430/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/br.png
17446,217231,https://sofifa.com/player/217231/laxmikant-kattimani/220002,L. Kattimani,Laxmikant Kattimani,GK,56,56,70000.0,500.0,32,1989-05-03,180,72,113301.0,Hyderabad FC,Indian Super League,1.0,GK,25.0,2022.0,India,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,18,16,18,23,14,21,15,17,25,18,40,40,31,48,53,41,57,25,52,13,18,17,20,15,23,25,12,18,19,55,56,55,56,57,40.0,27+2,27+2,27+2,24,25,25,25,24,23+2,23+2,23+2,24+2,22+2,22+2,22+2,24+2,23+2,23+2,23+2,23+2,23+2,23+2,24+2,24+2,24+2,23+2,55+1,https://cdn.sofifa.net/players/217/231/22_120.png,https://cdn.sofifa.net/teams/113301/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
17473,239510,https://sofifa.com/player/239510/matthias-kobbing/220002,M. Köbbing,Matthias Köbbing,GK,56,61,170000.0,3000.0,24,1997-05-28,196,90,31.0,1. FC Köln,German 1. Bundesliga,1.0,RES,44.0,2024.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,8,11,28,8,12,11,9,27,17,28,38,29,49,22,39,58,25,60,10,34,12,5,44,15,37,11,14,15,61,57,52,51,56,32.0,21+2,21+2,21+2,21,22,22,22,21,24+2,24+2,24+2,22+2,25+2,25+2,25+2,22+2,21+2,24+2,24+2,24+2,21+2,20+2,23+2,23+2,23+2,20+2,55+2,https://cdn.sofifa.net/players/239/510/22_120.png,https://cdn.sofifa.net/teams/31/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
17565,253672,https://sofifa.com/player/253672/arshdeep-singh/220002,A. Singh,Arshdeep Singh,GK,56,65,275000.0,500.0,23,1997-10-06,181,69,113257.0,Odisha FC,Indian Super League,1.0,GK,1.0,2022.0,India,Right,2,1,1,Medium/Medium,Lean (170-185),No,,,,,,,12,7,13,25,5,12,12,11,18,12,40,46,23,47,47,41,69,23,34,8,18,9,5,26,16,21,8,13,13,55,51,54,54,63,42.0,20+2,20+2,20+2,20,20,20,20,20,20+2,20+2,20+2,21+2,19+2,19+2,19+2,21+2,20+2,19+2,19+2,19+2,20+2,20+2,19+2,19+2,19+2,20+2,55+2,https://cdn.sofifa.net/players/253/672/22_120.png,https://cdn.sofifa.net/teams/113257/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
17580,255014,https://sofifa.com/player/255014/teddy-bartouche-selbonne/220002,T. Bartouche-Selbonne,Teddy Bartouche-Selbonne,GK,56,62,180000.0,2000.0,24,1997-06-05,178,70,217.0,FC Lorient,French Ligue 1,1.0,RES,16.0,2022.0,France,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,14,7,15,20,5,5,13,11,19,17,19,38,37,39,46,41,60,30,51,5,19,12,5,33,15,23,11,11,13,60,55,54,53,61,27.0,19+2,19+2,19+2,17,18,18,18,17,19+2,19+2,19+2,18+2,20+2,20+2,20+2,18+2,19+2,20+2,20+2,20+2,19+2,19+2,20+2,20+2,20+2,19+2,55+2,https://cdn.sofifa.net/players/255/014/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
17629,258688,https://sofifa.com/player/258688/lluis-andreu-ruiz/220002,Lluis Andreu,Lluís Andreu i Ruiz,GK,56,64,275000.0,1000.0,21,1999-07-27,189,77,468.0,Elche CF,Spain Primera Division,1.0,RES,28.0,2022.0,Spain,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,12,5,10,17,9,14,12,13,18,12,22,30,29,46,39,41,50,30,55,9,20,12,6,33,12,32,11,14,13,55,58,55,59,53,25.0,19+2,19+2,19+2,17,19,19,19,17,19+2,19+2,19+2,19+2,20+2,20+2,20+2,19+2,19+2,20+2,20+2,20+2,19+2,18+2,20+2,20+2,20+2,18+2,55+2,https://cdn.sofifa.net/players/258/688/22_120.png,https://cdn.sofifa.net/teams/468/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
17731,262939,https://sofifa.com/player/262939/arne-schulz/220002,A. Schulz,Arne Schulz,GK,56,72,325000.0,500.0,18,2003-03-23,190,80,159.0,DSC Arminia Bielefeld,German 1. Bundesliga,1.0,RES,35.0,2024.0,Germany,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,7,14,21,5,13,11,11,28,16,26,25,28,53,25,41,33,27,64,7,20,14,12,33,12,31,12,12,11,51,54,55,52,62,26.0,22+2,22+2,22+2,19,21,21,21,19,21+2,21+2,21+2,21+2,23+2,23+2,23+2,21+2,19+2,23+2,23+2,23+2,19+2,19+2,22+2,22+2,22+2,19+2,55+2,https://cdn.sofifa.net/players/262/939/22_120.png,https://cdn.sofifa.net/teams/159/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
17741,263315,https://sofifa.com/player/263315/lasse-schulz/220002,L. Schulz,Lasse Schulz,GK,56,71,300000.0,500.0,18,2003-03-29,198,80,165.0,SpVgg Greuther Fürth,German 1. Bundesliga,1.0,RES,41.0,2022.0,Finland,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,8,14,20,7,11,12,9,20,18,21,18,22,38,24,43,33,15,63,7,18,12,5,39,11,29,8,11,12,57,60,57,54,56,20.0,20+2,20+2,20+2,17,19,19,19,17,20+2,20+2,20+2,18+2,20+2,20+2,20+2,18+2,16+2,19+2,19+2,19+2,16+2,16+2,20+2,20+2,20+2,16+2,55+2,https://cdn.sofifa.net/players/263/315/22_120.png,https://cdn.sofifa.net/teams/165/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/fi.png
17811,235806,https://sofifa.com/player/235806/giacomo-satalino/220002,G. Satalino,Giacomo Satalino,GK,55,65,250000.0,3000.0,22,1999-05-20,188,75,111974.0,U.S. Sassuolo Calcio,Italian Serie A,1.0,RES,24.0,2022.0,Italy,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,6,11,28,9,7,13,11,22,17,24,16,28,55,32,36,48,19,51,5,25,13,8,21,18,41,9,10,10,51,55,48,56,56,21.0,19+2,19+2,19+2,17,19,19,19,17,19+2,19+2,19+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,20+2,20+2,20+2,18+2,54+2,https://cdn.sofifa.net/players/235/806/22_120.png,https://cdn.sofifa.net/teams/111974/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
17853,247656,https://sofifa.com/player/247656/paul-grave/220002,P. Grave,Paul Grave,GK,55,69,275000.0,2000.0,20,2001-04-10,193,93,160.0,VfL Bochum 1848,German 1. Bundesliga,1.0,RES,34.0,2024.0,Germany,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,7,10,19,8,5,12,11,19,16,18,28,27,38,24,38,31,19,73,9,28,10,5,30,10,37,12,11,14,55,56,50,55,61,22.0,19+2,19+2,19+2,16,17,17,17,16,17+2,17+2,17+2,17+2,18+2,18+2,18+2,17+2,17+2,20+2,20+2,20+2,17+2,17+2,21+2,21+2,21+2,17+2,54+2,https://cdn.sofifa.net/players/247/656/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
17863,248246,https://sofifa.com/player/248246/debjit-majumder/220002,D. Majumder,Debjit Majumder,GK,55,55,40000.0,500.0,33,1988-03-06,175,72,113297.0,Chennaiyin FC,Indian Super League,1.0,SUB,24.0,2025.0,India,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,10,7,9,21,9,7,13,12,22,10,18,31,23,53,41,35,48,28,41,6,30,14,8,33,14,32,11,14,14,54,51,47,50,63,23.0,18+2,18+2,18+2,16,18,18,18,16,19+2,19+2,19+2,18+2,21+2,21+2,21+2,18+2,19+2,21+2,21+2,21+2,19+2,19+2,20+2,20+2,20+2,19+2,54+1,https://cdn.sofifa.net/players/248/246/22_120.png,https://cdn.sofifa.net/teams/113297/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
17982,258928,https://sofifa.com/player/258928/viljami-sinisalo/220002,V. Sinisalo,Viljami Sinisalo,GK,55,70,250000.0,2000.0,19,2001-10-11,196,76,2.0,Aston Villa,English Premier League,1.0,RES,38.0,2023.0,Finland,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,8,12,17,9,11,14,13,17,18,26,20,38,45,24,43,37,26,57,7,20,10,4,29,14,30,5,13,11,57,54,57,51,60,24.0,20+2,20+2,20+2,18,19,19,19,18,19+2,19+2,19+2,18+2,19+2,19+2,19+2,18+2,18+2,19+2,19+2,19+2,18+2,17+2,19+2,19+2,19+2,17+2,54+2,https://cdn.sofifa.net/players/258/928/22_120.png,https://cdn.sofifa.net/teams/2/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/fi.png
18049,262322,https://sofifa.com/player/262322/nahuel-noll/220002,N. Noll,Nahuel Noll,GK,55,72,275000.0,500.0,18,2003-03-17,188,75,10029.0,TSG Hoffenheim,German 1. Bundesliga,1.0,RES,36.0,2025.0,Germany,Right,4,1,1,Medium/Medium,Normal (185+),No,,,,,,,9,8,12,17,9,10,12,11,24,17,25,30,40,48,37,44,51,27,49,8,24,11,7,37,10,32,7,12,12,54,55,59,52,55,27.0,20+2,20+2,20+2,18,20,20,20,18,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,18+2,20+2,20+2,20+2,18+2,18+2,19+2,19+2,19+2,18+2,54+2,https://cdn.sofifa.net/players/262/322/22_120.png,https://cdn.sofifa.net/teams/10029/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
18105,263887,https://sofifa.com/player/263887/jonas-urbig/220002,J. Urbig,Jonas Urbig,GK,55,75,300000.0,500.0,17,2003-08-08,189,75,31.0,1. FC Köln,German 1. Bundesliga,1.0,RES,40.0,2025.0,Germany,Left,4,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,5,13,23,8,6,12,12,28,12,31,33,30,42,36,41,51,24,51,5,27,14,8,35,15,37,8,14,10,56,55,54,53,59,32.0,19+2,19+2,19+2,17,19,19,19,17,20+2,20+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,21+2,21+2,21+2,18+2,54+2,https://cdn.sofifa.net/players/263/887/22_120.png,https://cdn.sofifa.net/teams/31/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
18168,242983,https://sofifa.com/player/242983/jon-mccracken/220002,J. McCracken,Jon McCracken,GK,54,66,230000.0,2000.0,21,2000-05-24,185,71,1792.0,Norwich City,English Premier League,1.0,RES,49.0,2022.0,Scotland,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,7,13,22,9,7,10,14,25,11,33,30,42,34,49,43,63,23,45,5,28,8,6,30,19,30,9,12,14,55,56,57,56,55,32.0,18+2,18+2,18+2,17,17,17,17,17,18+2,18+2,18+2,18+2,19+2,19+2,19+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,19+2,19+2,19+2,17+2,53+2,https://cdn.sofifa.net/players/242/983/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-sct.png
18190,248291,https://sofifa.com/player/248291/naveen-kumar/220002,N. Kumar,Naveen Kumar,GK,54,54,60000.0,500.0,31,1989-08-10,183,80,113298.0,FC Goa,Indian Super League,1.0,SUB,32.0,2025.0,India,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,14,8,13,23,6,9,10,14,22,12,27,32,27,51,43,39,57,19,51,5,19,6,5,39,18,22,5,12,10,54,53,52,52,53,29.0,20+2,20+2,20+2,18,20,20,20,18,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,17+2,19+2,19+2,19+2,17+2,17+2,19+2,19+2,19+2,17+2,53+1,https://cdn.sofifa.net/players/248/291/22_120.png,https://cdn.sofifa.net/teams/113298/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
18192,248301,https://sofifa.com/player/248301/kamaljit-singh/220002,K. Singh,Kamaljit Singh,GK,54,60,130000.0,500.0,25,1995-12-28,185,80,113257.0,Odisha FC,Indian Super League,1.0,SUB,21.0,2022.0,India,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,9,13,20,5,5,12,12,23,13,35,32,24,54,44,39,58,28,56,6,28,10,7,34,12,29,7,12,13,55,48,52,51,57,34.0,21+2,21+2,21+2,18,20,20,20,18,20+2,20+2,20+2,20+2,21+2,21+2,21+2,20+2,19+2,21+2,21+2,21+2,19+2,19+2,21+2,21+2,21+2,19+2,53+2,https://cdn.sofifa.net/players/248/301/22_120.png,https://cdn.sofifa.net/teams/113257/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
18294,259973,https://sofifa.com/player/259973/pietro-boer/220002,P. Boer,Pietro Boer,GK,54,74,275000.0,2000.0,19,2002-05-12,193,80,52.0,Roma,Italian Serie A,1.0,RES,63.0,2024.0,Italy,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,6,13,19,5,5,10,12,24,17,33,24,22,30,27,44,34,24,63,7,19,14,4,24,12,28,7,11,11,57,59,58,49,59,29.0,19+2,19+2,19+2,15,16,16,16,15,16+2,16+2,16+2,17+2,18+2,18+2,18+2,17+2,17+2,19+2,19+2,19+2,17+2,17+2,19+2,19+2,19+2,17+2,53+2,https://cdn.sofifa.net/players/259/973/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
18298,260106,https://sofifa.com/player/260106/gurmeet-singh/220002,G. Singh,Gurmeet Singh,GK,54,67,230000.0,500.0,21,1999-12-03,182,81,113301.0,Hyderabad FC,Indian Super League,1.0,SUB,1.0,2024.0,India,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,10,5,13,22,5,6,12,12,15,14,27,31,31,43,45,38,56,22,53,9,22,8,6,33,17,33,5,12,11,54,52,51,53,58,29.0,19+2,19+2,19+2,17,18,18,18,17,19+2,19+2,19+2,18+2,19+2,19+2,19+2,18+2,17+2,18+2,18+2,18+2,17+2,17+2,19+2,19+2,19+2,17+2,53+2,https://cdn.sofifa.net/players/260/106/22_120.png,https://cdn.sofifa.net/teams/113301/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
18327,261375,https://sofifa.com/player/261375/lucas-bergstrom/220002,L. Bergström,Lucas Bergström,GK,54,74,275000.0,1000.0,18,2002-09-05,200,84,5.0,Chelsea,English Premier League,1.0,RES,36.0,2024.0,Finland,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,11,9,14,27,7,8,12,11,28,14,17,33,35,42,29,42,39,24,65,6,24,9,7,29,17,27,6,12,11,57,55,56,50,56,23.0,21+2,21+2,21+2,17,19,19,19,17,20+2,20+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,17+2,21+2,21+2,21+2,17+2,53+2,https://cdn.sofifa.net/players/261/375/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/fi.png
18362,262931,https://sofifa.com/player/262931/tjark-ernst/220002,T. Ernst,Tjark Ernst,GK,54,75,300000.0,500.0,18,2003-03-15,193,84,160.0,VfL Bochum 1848,German 1. Bundesliga,1.0,RES,31.0,2025.0,Germany,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,10,8,10,22,8,10,10,10,32,21,31,20,26,51,60,37,61,24,54,8,27,21,5,37,10,43,10,13,11,56,55,49,51,54,27.0,20+2,20+2,20+2,19,21,21,21,19,22+2,22+2,22+2,21+2,24+2,24+2,24+2,21+2,20+2,24+2,24+2,24+2,20+2,20+2,22+2,22+2,22+2,20+2,53+2,https://cdn.sofifa.net/players/262/931/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
18488,253065,https://sofifa.com/player/253065/prabhsukhan-gill/220002,P. Gill,Prabhsukhan Gill,GK,53,63,180000.0,500.0,20,2001-01-02,183,70,113299.0,Kerala Blasters FC,Indian Super League,1.0,SUB,13.0,2022.0,India,Left,1,1,1,Medium/Medium,Lean (170-185),No,,,,,,,13,7,12,24,9,13,12,12,17,17,29,29,29,36,49,41,61,17,52,5,28,12,7,23,12,28,9,14,13,54,55,54,52,54,29.0,20+2,20+2,20+2,18,19,19,19,18,19+2,19+2,19+2,19+2,19+2,19+2,19+2,19+2,18+2,20+2,20+2,20+2,18+2,18+2,21+2,21+2,21+2,18+2,52+2,https://cdn.sofifa.net/players/253/065/22_120.png,https://cdn.sofifa.net/teams/113299/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
18687,248324,https://sofifa.com/player/248324/pawan-kumar/220002,P. Kumar,Pawan Kumar,GK,52,52,40000.0,500.0,31,1990-07-01,182,82,114168.0,Jamshedpur FC,Indian Super League,1.0,SUB,1.0,2022.0,India,Right,3,1,1,Medium/Medium,Normal (170-185),No,,,,,,,13,5,11,23,6,9,10,14,28,16,34,41,36,49,46,39,59,21,54,6,23,8,5,37,18,38,8,13,13,50,51,52,52,54,37.0,20+2,20+2,20+2,20,20,20,20,20,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,19+2,21+2,21+2,21+2,19+2,19+2,21+2,21+2,21+2,19+2,51+1,https://cdn.sofifa.net/players/248/324/22_120.png,https://cdn.sofifa.net/teams/114168/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
18769,259729,https://sofifa.com/player/259729/phurba-lachenpa/220002,P. Lachenpa,Phurba Lachenpa,GK,52,61,150000.0,500.0,23,1998-02-04,182,78,113300.0,Mumbai City FC,Indian Super League,1.0,GK,34.0,2024.0,India,Right,1,1,1,Medium/Medium,Stocky (170-185),No,,,,,,,11,9,12,24,6,9,12,13,22,16,24,33,39,46,49,37,56,28,48,8,20,7,7,25,11,35,9,12,10,56,48,49,49,55,28.0,20+2,20+2,20+2,18,19,19,19,18,20+2,20+2,20+2,19+2,20+2,20+2,20+2,19+2,18+2,20+2,20+2,20+2,18+2,18+2,19+2,19+2,19+2,18+2,51+2,https://cdn.sofifa.net/players/259/729/22_120.png,https://cdn.sofifa.net/teams/113300/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
18832,263399,https://sofifa.com/player/263399/manuel-nazaretian/220002,M. Nazaretian,Manuel Nazaretian,GK,52,61,150000.0,2000.0,20,2001-06-01,182,76,219.0,Olympique de Marseille,French Ligue 1,1.0,RES,40.0,2022.0,Armenia,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,,,,,13,8,10,29,9,7,12,11,29,12,27,28,33,40,42,35,61,27,51,9,16,14,6,32,13,33,8,10,11,58,57,47,42,54,27.0,19+2,19+2,19+2,18,18,18,18,18,20+2,20+2,20+2,19+2,22+2,22+2,22+2,19+2,19+2,21+2,21+2,21+2,19+2,18+2,19+2,19+2,19+2,18+2,51+2,https://cdn.sofifa.net/players/263/399/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/am.png
18867,228948,https://sofifa.com/player/228948/sanjiban-ghosh/220002,S. Ghosh,Sanjiban Ghosh,GK,51,51,40000.0,500.0,29,1991-07-06,188,76,113040.0,NorthEast United FC,Indian Super League,1.0,SUB,51.0,2022.0,India,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,11,20,24,20,12,20,19,52,20,38,32,38,48,58,35,59,43,61,18,16,22,11,35,27,38,10,15,18,53,50,46,48,53,36.0,24+2,24+2,24+2,22,23,23,23,22,25+2,25+2,25+2,25+2,29+2,29+2,29+2,25+2,24+2,28+2,28+2,28+2,24+2,24+2,25+2,25+2,25+2,24+2,50+1,https://cdn.sofifa.net/players/228/948/22_120.png,https://cdn.sofifa.net/teams/113040/60.png,https://cdn.sofifa.net/flags/in.png,https://cdn.sofifa.net/flags/in.png
